>
-84.001737	46.153446
-84.004083	46.157847
-84.007897	46.16342
-84.010537	46.167234
-84.016698	46.170754
-84.020511	46.174275
-84.025498	46.177795
-84.030779	46.181022
-84.035472	46.184835
-84.040753	46.188356
-84.045446	46.191582
-84.050727	46.195396
-84.05542	46.198623
-84.060701	46.202143
-84.065688	46.20625
-84.069501	46.20977
-84.074488	46.213877
-84.078302	46.217398
-84.081236	46.222091
-84.083582	46.226785
-84.087396	46.231185
-84.08945	46.235879
-84.089743	46.241453
-84.09121	46.24644
-84.092676	46.25172
-84.094143	46.256707
-84.096783	46.261987
-84.09825	46.266388
-84.10001	46.271668
-84.10265	46.276068
-84.105291	46.281349
-84.107051	46.285749
-84.108224	46.290736
-84.109984	46.296017
-84.110278	46.30159
-84.110864	46.307457
-84.107931	46.313324
-84.102944	46.316845
-84.09385	46.316258
-84.087689	46.313324
-84.082996	46.309804
-84.079182	46.305697
-84.073902	46.302177
-84.067741	46.299243
-84.060701	46.296897
-84.051313	46.29631
-84.042806	46.295723
-84.033712	46.295137
-84.024912	46.294843
-84.017578	46.295723
-84.010244	46.296603
-84.003497	46.298657
>
-85.501951	45.733656
-85.498431	45.728963
-85.494324	45.724856
-85.492857	45.719869
-85.490803	45.714588
-85.491683	45.708428
-85.494324	45.702561
-85.497551	45.697574
-85.501071	45.691707
-85.503418	45.687013
-85.503124	45.681439
-85.502538	45.675572
-85.499604	45.670585
-85.496964	45.666771
-85.49315	45.662078
-85.490217	45.657091
-85.48875	45.652984
-85.488457	45.64653
-85.48787	45.640956
-85.487283	45.635382
-85.48875	45.629222
-85.49139	45.623355
-85.495497	45.618955
-85.500777	45.614848
-85.505178	45.611914
-85.511045	45.608394
-85.516912	45.605754
-85.522779	45.603114
-85.527179	45.599887
-85.53334	45.59666
-85.538033	45.59402
-85.544781	45.591086
-85.550354	45.589033
-85.556808	45.587272
-85.566196	45.588446
-85.573529	45.590793
-85.582037	45.592553
-85.590837	45.593139
-85.598758	45.592846
-85.607558	45.594313
-85.614599	45.596953
-85.620759	45.599593
-85.62604	45.603114
-85.62868	45.607807
-85.629267	45.613381
-85.62868	45.619541
-85.62604	45.625702
-85.621933	45.629809
-85.616066	45.632449
-85.610199	45.635382
-85.604625	45.638023
-85.600518	45.642423
-85.598171	45.64829
-85.597584	45.654451
-85.597878	45.660904
-85.598464	45.666771
-85.597878	45.672052
-85.598464	45.677919
-85.597878	45.683786
-85.595824	45.690533
-85.592597	45.695814
-85.589077	45.700801
-85.58497	45.705201
-85.579983	45.709308
-85.575876	45.713121
-85.571183	45.716642
-85.567076	45.721042
-85.562089	45.724856
-85.557395	45.729843
-85.554461	45.734243
-85.555048	45.739817
-85.554461	45.745977
-85.555048	45.751551
-85.555635	45.757125
-85.557102	45.762112
-85.556515	45.768565
-85.553581	45.774432
-85.545661	45.774726
-85.539794	45.771206
-85.53334	45.768859
-85.525419	45.766805
-85.516325	45.765338
-85.508405	45.765925
-85.499897	45.766805
-85.492857	45.765045
-85.48963	45.760645
-85.49315	45.755364
-85.499017	45.752724
-85.505178	45.750964
-85.509578	45.74627
-85.506938	45.74187
-85.503124	45.737763
-85.501951	45.733656
>
-86.987498	45.275437
-86.990724	45.269863
-86.992485	45.263702
-86.989844	45.258422
-86.986911	45.254315
-86.983977	45.249915
-86.983391	45.243754
-86.985737	45.238474
-86.989844	45.23378
-86.993071	45.228793
-86.995418	45.222633
-87.002752	45.225273
-87.010966	45.22762
-87.017126	45.229673
-87.024754	45.23202
-87.031207	45.23466
-87.038248	45.237007
-87.044408	45.239941
-87.051742	45.242288
-87.058196	45.239354
-87.058783	45.23378
-87.054676	45.229967
-87.048515	45.227327
-87.044408	45.22322
-87.042648	45.217939
-87.044408	45.211485
-87.047048	45.205618
-87.049395	45.199458
-87.051742	45.192711
-87.053209	45.18655
-87.053502	45.180683
-87.054382	45.173643
-87.052622	45.169242
-87.050862	45.164255
-87.047342	45.159855
-87.042942	45.155455
-87.040008	45.151934
-87.043822	45.147534
-87.052329	45.149588
-87.058783	45.151934
-87.066117	45.154281
-87.07433	45.155748
-87.083424	45.155455
-87.089585	45.154281
-87.093985	45.149294
-87.093105	45.144307
-87.089878	45.139614
-87.086065	45.1358
-87.081078	45.132573
-87.075797	45.128759
-87.069637	45.126119
-87.063476	45.122892
-87.058489	45.119959
-87.053209	45.116732
-87.051742	45.111452
-87.053209	45.104704
-87.056436	45.099717
-87.061423	45.095317
-87.068463	45.09473
-87.078144	45.095904
-87.085771	45.09561
-87.092225	45.093264
-87.091638	45.08769
-87.088998	45.08329
-87.084891	45.078596
-87.081958	45.075076
-87.080198	45.069795
-87.085185	45.065688
-87.089585	45.062461
-87.096039	45.065688
-87.098972	45.070089
-87.105133	45.072729
-87.113933	45.072435
-87.1198	45.069795
-87.123614	45.065688
-87.126841	45.060115
-87.129188	45.054834
-87.131535	45.048967
-87.134761	45.0431
-87.137108	45.03782
-87.139748	45.031659
-87.141802	45.025792
-87.145029	45.020512
-87.147962	45.015231
-87.152363	45.011124
-87.158816	45.007897
-87.16263	45.004671
-87.168204	45.000564
-87.172311	44.99763
-87.176418	44.992936
-87.180525	44.987363
-87.183458	44.983256
-87.187272	44.979149
-87.190499	44.973868
-87.194019	44.968001
-87.196073	44.962721
-87.197833	44.955974
-87.196953	44.9504
-87.193432	44.945706
-87.190205	44.941893
-87.184338	44.938372
-87.178765	44.935732
-87.174951	44.931625
-87.178471	44.925758
-87.183165	44.923118
-87.190205	44.921651
-87.197246	44.920478
-87.203993	44.917838
-87.209273	44.915784
-87.214847	44.912264
-87.215141	44.90669
-87.214847	44.901116
-87.212794	44.896129
-87.212207	44.890262
-87.214847	44.884395
-87.219541	44.880875
-87.225115	44.877355
-87.229808	44.874421
-87.235382	44.871781
-87.240956	44.868847
-87.245649	44.865327
-87.249756	44.860927
-87.254743	44.85594
-87.259144	44.850366
-87.262664	44.846259
-87.265304	44.843326
-87.271465	44.838339
-87.276745	44.833645
-87.279972	44.831005
-87.283199	44.827191
-87.287892	44.823084
-87.291706	44.819564
-87.2964	44.81575
-87.300213	44.81135
-87.305787	44.80871
-87.312241	44.806363
-87.320748	44.808123
-87.326909	44.811057
-87.330722	44.81487
-87.333656	44.819564
-87.338936	44.822791
-87.345977	44.825138
-87.353604	44.827191
-87.360644	44.830418
-87.366805	44.832472
-87.372085	44.835698
-87.376192	44.839805
-87.380006	44.844206
-87.382646	44.848899
-87.384406	44.853006
-87.386166	44.858287
-87.387926	44.863274
-87.38822	44.869728
-87.389393	44.874421
-87.391153	44.879702
-87.394087	44.884102
-87.39702	44.888502
-87.400834	44.892609
-87.404647	44.896423
-87.408754	44.900236
-87.410221	44.905517
-87.411101	44.911091
-87.408168	44.916371
-87.404647	44.921358
-87.401714	44.926638
-87.398194	44.933092
-87.395847	44.939253
-87.39438	44.944533
-87.392913	44.95128
-87.390273	44.958027
-87.387926	44.963308
-87.385873	44.969175
-87.382646	44.974455
-87.379419	44.979442
-87.376192	44.984722
-87.372085	44.989123
-87.367391	44.99323
-87.364165	44.997923
-87.360351	45.002324
-87.356244	45.007604
-87.35331	45.012004
-87.349497	45.016405
-87.34539	45.021392
-87.34187	45.025792
-87.338056	45.030192
-87.333949	45.035179
-87.330135	45.03958
-87.326028	45.043393
-87.321628	45.046914
-87.314881	45.049847
-87.308721	45.051021
-87.302854	45.0475
-87.293466	45.047794
-87.289359	45.05014
-87.287599	45.056888
-87.289359	45.061875
-87.288772	45.068035
-87.286719	45.074196
-87.281145	45.076836
-87.276158	45.080649
-87.272051	45.085636
-87.270585	45.091797
-87.269998	45.097664
-87.268531	45.104704
-87.267944	45.110865
-87.267358	45.117025
-87.265891	45.123772
-87.265304	45.129933
-87.267358	45.13492
-87.265011	45.14108
-87.25621	45.140494
-87.252103	45.144894
-87.249756	45.151054
-87.247996	45.157802
-87.24741	45.163962
-87.245063	45.170122
-87.240369	45.174229
-87.231862	45.172469
-87.226581	45.169829
-87.218074	45.168069
-87.208687	45.166309
-87.202526	45.164255
-87.194019	45.162495
-87.184925	45.162202
-87.179351	45.165135
-87.178178	45.171589
-87.175538	45.17775
-87.171724	45.181857
-87.165857	45.18567
-87.160283	45.18831
-87.154123	45.189777
-87.147376	45.191537
-87.139748	45.192124
-87.133001	45.195058
-87.130068	45.199458
-87.130654	45.205032
-87.131535	45.210605
-87.128894	45.216766
-87.124787	45.221166
-87.12156	45.226153
-87.118334	45.231434
-87.1154	45.236421
-87.11364	45.243461
-87.113053	45.249328
-87.113933	45.254902
-87.109826	45.260182
-87.105719	45.263996
-87.097799	45.264583
-87.090172	45.266049
-87.085478	45.269276
-87.082544	45.274557
-87.081078	45.280424
-87.082838	45.285997
-87.081371	45.292158
-87.077851	45.297438
-87.07257	45.300372
-87.064943	45.298025
-87.058783	45.295091
-87.052622	45.292158
-87.045288	45.290104
-87.039128	45.287171
-87.031794	45.285117
-87.023287	45.285997
-87.017126	45.287464
-87.010966	45.289518
-87.004805	45.291278
-86.998058	45.293331
-86.989258	45.293625
-86.983977	45.290984
-86.98075	45.286291
-86.983391	45.280424
-86.987498	45.275437
>
-84.406272	45.813155
-84.406272	45.807288
-84.403632	45.802301
-84.400699	45.797607
-84.395125	45.793794
-84.390724	45.791154
-84.383684	45.788807
-84.374883	45.787047
-84.365496	45.78558
-84.356989	45.78382
-84.361096	45.77942
-84.365496	45.775019
-84.369016	45.770032
-84.371656	45.764165
-84.37371	45.757125
-84.373123	45.751551
-84.37723	45.747444
-84.384564	45.749791
-84.390138	45.747151
-84.392778	45.74099
-84.396298	45.736003
-84.401579	45.731896
-84.408326	45.730136
-84.415366	45.729843
-84.424167	45.730136
-84.431501	45.732483
-84.438541	45.735123
-84.448515	45.735416
-84.455556	45.735416
-84.463476	45.735123
-84.47257	45.735416
-84.480784	45.737176
-84.486945	45.740403
-84.491638	45.74451
-84.495745	45.747737
-84.499852	45.751551
-84.503666	45.755951
-84.507186	45.759765
-84.511	45.763872
